ClinVar_ID,Position_GRCh38,Category,label,is_pearl,ssim,lssim,delta_ssim,delta_lssim,delta_insulation,loop_integrity,struct_disruption_ratio,vep_score,sift_score,cadd_phred,dist_to_lcr,dist_to_nearest_enhancer,dist_to_nearest_ctcf,dist_to_tss,in_hbb_gene,log_dist_lcr,log_dist_enhancer,log_dist_ctcf,log_dist_tss,cat_missense,cat_nonsense,cat_splice,cat_frameshift,cat_synonymous,cat_3_prime_UTR,cat_5_prime_UTR,cat_promoter,cat_other,cat_non_coding
VCV001089508,5225757,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0111,0.0,5.1428,0.1,-1.0,3.5,50043,511,20778,511,1,4.6994,2.7093,4.3176,2.7093,0,0,0,0,0,0,0,0,1,0
VCV002875907,5225759,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0111,0.0,5.1428,0.1,-1.0,-1.0,50041,509,20780,509,1,4.6993,2.7076,4.3177,2.7076,0,0,0,0,0,0,0,0,1,0
VCV000799593,5225762,intronic,0,0,0.9994,0.9966,0.0006,0.0034,0.0108,0.0,5.6666,0.1,-1.0,0.7,50038,506,20783,506,1,4.6993,2.705,4.3177,2.705,0,0,0,0,0,0,0,0,1,0
VCV002700062,5225764,intronic,0,0,0.9993,0.9965,0.0007,0.0035,0.011,0.0,4.9999,0.1,-1.0,-1.0,50036,504,20785,504,1,4.6993,2.7033,4.3178,2.7033,0,0,0,0,0,0,0,0,1,0
VCV001962865,5225765,intronic,0,0,0.9993,0.9963,0.0007,0.0037,0.011,0.0,5.2856,0.1,-1.0,1.1,50035,503,20786,503,1,4.6993,2.7024,4.3178,2.7024,0,0,0,0,0,0,0,0,1,0
VCV001632385,5225766,intronic,0,0,0.9993,0.9965,0.0007,0.0035,0.0109,0.0,4.9999,0.1,-1.0,0.9,50034,502,20787,502,1,4.6993,2.7016,4.3178,2.7016,0,0,0,0,0,0,0,0,1,0
VCV001091467,5225768,intronic,0,0,0.9994,0.9966,0.0006,0.0034,0.0108,0.0,5.6666,0.1,-1.0,-1.0,50032,500,20789,500,1,4.6993,2.6998,4.3179,2.6998,0,0,0,0,0,0,0,0,1,0
VCV000766099,5225768,intronic,0,0,0.9994,0.9966,0.0006,0.0034,0.0108,0.0,5.6666,0.1,-1.0,0.0,50032,500,20789,500,1,4.6993,2.6998,4.3179,2.6998,0,0,0,0,0,0,0,0,1,0
VCV001588617,5225769,intronic,0,0,0.9993,0.9965,0.0007,0.0035,0.011,0.0,4.9999,0.1,-1.0,0.4,50031,499,20790,499,1,4.6992,2.699,4.3179,2.699,0,0,0,0,0,0,0,0,1,0
VCV001651061,5225770,intronic,0,0,0.9994,0.9965,0.0006,0.0035,0.0109,0.0,5.8332,0.1,-1.0,0.3,50030,498,20791,498,1,4.6992,2.6981,4.3179,2.6981,0,0,0,0,0,0,0,0,1,0
VCV001673496,5225772,intronic,0,0,0.9994,0.9965,0.0006,0.0035,0.0109,0.0,5.8332,0.1,-1.0,1.0,50028,496,20793,496,1,4.6992,2.6964,4.3179,2.6964,0,0,0,0,0,0,0,0,1,0
VCV002107603,5225775,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0111,0.0,5.1428,0.1,-1.0,5.7,50025,493,20796,493,1,4.6992,2.6937,4.318,2.6937,0,0,0,0,0,0,0,0,1,0
VCV001617068,5225775,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0111,0.0,5.1428,0.1,-1.0,5.5,50025,493,20796,493,1,4.6992,2.6937,4.318,2.6937,0,0,0,0,0,0,0,0,1,0
VCV002815819,5225776,intronic,0,0,0.9993,0.9965,0.0007,0.0035,0.011,0.0,4.9999,0.1,-1.0,0.5,50024,492,20797,492,1,4.6992,2.6928,4.318,2.6928,0,0,0,0,0,0,0,0,1,0
VCV002877828,5225777,intronic,0,0,0.9993,0.9963,0.0007,0.0037,0.0112,0.0,5.2856,0.1,-1.0,3.9,50023,491,20798,491,1,4.6992,2.692,4.318,2.692,0,0,0,0,0,0,0,0,1,0
VCV001623512,5225779,intronic,0,0,0.9993,0.9963,0.0007,0.0037,0.0112,0.0,5.2856,0.1,-1.0,1.5,50021,489,20800,489,1,4.6992,2.6902,4.3181,2.6902,0,0,0,0,0,0,0,0,1,0
VCV001627864,5225782,intronic,0,0,0.9993,0.9963,0.0007,0.0037,0.0112,0.0,5.2856,0.1,-1.0,0.8,50018,486,20803,486,1,4.6991,2.6875,4.3181,2.6875,0,0,0,0,0,0,0,0,1,0
VCV001564030,5225783,intronic,0,0,0.9994,0.9965,0.0006,0.0035,0.0109,0.0,5.8332,0.1,-1.0,4.9,50017,485,20804,485,1,4.6991,2.6866,4.3182,2.6866,0,0,0,0,0,0,0,0,1,0
VCV002837304,5225786,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0112,0.0,5.1428,0.1,-1.0,2.2,50014,482,20807,482,1,4.6991,2.6839,4.3182,2.6839,0,0,0,0,0,0,0,0,1,0
VCV001154161,5225788,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.011,0.0,5.1428,0.1,-1.0,0.1,50012,480,20809,480,1,4.6991,2.6821,4.3183,2.6821,0,0,0,0,0,0,0,0,1,0
VCV002017243,5225791,intronic,0,0,0.9994,0.9965,0.0006,0.0035,0.0109,0.0,5.8332,0.1,-1.0,0.1,50009,477,20812,477,1,4.6991,2.6794,4.3183,2.6794,0,0,0,0,0,0,0,0,1,0
VCV001648977,5225792,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0113,0.0,5.1428,0.1,-1.0,3.3,50008,476,20813,476,1,4.699,2.6785,4.3184,2.6785,0,0,0,0,0,0,0,0,1,0
VCV001139577,5225792,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0113,0.0,5.1428,0.1,-1.0,3.9,50008,476,20813,476,1,4.699,2.6785,4.3184,2.6785,0,0,0,0,0,0,0,0,1,0
VCV001099874,5225793,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0114,0.0,5.1428,0.1,-1.0,0.1,50007,475,20814,475,1,4.699,2.6776,4.3184,2.6776,0,0,0,0,0,0,0,0,1,0
VCV001157947,5225794,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0111,0.0,5.1428,0.1,-1.0,0.7,50006,474,20815,474,1,4.699,2.6767,4.3184,2.6767,0,0,0,0,0,0,0,0,1,0
VCV000793174,5225797,intronic,0,0,0.9993,0.9965,0.0007,0.0035,0.0111,0.0,4.9999,0.1,-1.0,0.2,50003,471,20818,471,1,4.699,2.6739,4.3185,2.6739,0,0,0,0,0,0,0,0,1,0
VCV002803917,5225798,intronic,0,0,0.9993,0.9964,0.0007,0.0036,0.0109,0.0,5.1428,0.1,-1.0,0.8,50002,470,20819,470,1,4.699,2.673,4.3185,2.673,0,0,0,0,0,0,0,0,1,0
VCV001529709,5225803,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,2.9,49997,465,20824,465,1,4.699,2.6684,4.3186,2.6684,0,0,0,0,0,0,0,0,1,0
VCV001157085,5225803,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,2.4,49997,465,20824,465,1,4.699,2.6684,4.3186,2.6684,0,0,0,0,0,0,0,0,1,0
VCV002133999,5225804,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.1,-1.0,0.2,49996,464,20825,464,1,4.6989,2.6675,4.3186,2.6675,0,0,0,0,0,0,0,0,1,0
VCV001133882,5225806,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,1.8,49994,462,20827,462,1,4.6989,2.6656,4.3186,2.6656,0,0,0,0,0,0,0,0,1,0
VCV001552193,5225807,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0143,0.0,5.5384,0.1,-1.0,5.5,49993,461,20828,461,1,4.6989,2.6646,4.3187,2.6646,0,0,0,0,0,0,0,0,1,0
VCV000929231,5225807,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0143,0.0,5.5384,0.1,-1.0,5.0,49993,461,20828,461,1,4.6989,2.6646,4.3187,2.6646,0,0,0,0,0,0,0,0,1,0
VCV001537363,5225808,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,0.8,49992,460,20829,460,1,4.6989,2.6637,4.3187,2.6637,0,0,0,0,0,0,0,0,1,0
VCV002090941,5225810,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,1.4,49990,458,20831,458,1,4.6989,2.6618,4.3187,2.6618,0,0,0,0,0,0,0,0,1,0
VCV000869277,5225811,intronic,1,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,-1.0,49989,457,20832,457,1,4.6989,2.6609,4.3188,2.6609,0,0,0,0,0,0,0,0,1,0
VCV002702918,5225813,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,3.5,49987,455,20834,455,1,4.6989,2.659,4.3188,2.659,0,0,0,0,0,0,0,0,1,0
VCV002097042,5225815,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0138,0.0,5.4615,0.1,-1.0,1.4,49985,453,20836,453,1,4.6988,2.6571,4.3188,2.6571,0,0,0,0,0,0,0,0,1,0
VCV001661914,5225815,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0138,0.0,5.4615,0.1,-1.0,1.6,49985,453,20836,453,1,4.6988,2.6571,4.3188,2.6571,0,0,0,0,0,0,0,0,1,0
VCV000994010,5225816,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,1.2,49984,452,20837,452,1,4.6988,2.6561,4.3189,2.6561,0,0,0,0,0,0,0,0,1,0
VCV001672645,5225821,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,0.7,49979,447,20842,447,1,4.6988,2.6513,4.319,2.6513,0,0,0,0,0,0,0,0,1,0
VCV000797051,5225821,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,0.8,49979,447,20842,447,1,4.6988,2.6513,4.319,2.6513,0,0,0,0,0,0,0,0,1,0
VCV003637486,5225823,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0144,0.0,5.3846,0.1,-1.0,4.2,49977,445,20844,445,1,4.6988,2.6493,4.319,2.6493,0,0,0,0,0,0,0,0,1,0
VCV002007540,5225825,intronic,0,0,0.9986,0.9927,0.0014,0.0073,0.0143,0.0,5.2142,0.1,-1.0,0.7,49975,443,20846,443,1,4.6988,2.6474,4.319,2.6474,0,0,0,0,0,0,0,0,1,0
VCV001115280,5225825,intronic,0,0,0.9986,0.9927,0.0014,0.0073,0.0143,0.0,5.2142,0.1,-1.0,0.7,49975,443,20846,443,1,4.6988,2.6474,4.319,2.6474,0,0,0,0,0,0,0,0,1,0
VCV000981076,5225825,intronic,0,0,0.9986,0.9927,0.0014,0.0073,0.0143,0.0,5.2142,0.1,-1.0,-1.0,49975,443,20846,443,1,4.6988,2.6474,4.319,2.6474,0,0,0,0,0,0,0,0,1,0
VCV002704522,5225828,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,0.4,49972,440,20849,440,1,4.6987,2.6444,4.3191,2.6444,0,0,0,0,0,0,0,0,1,0
VCV001089678,5225830,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,1.5,49970,438,20851,438,1,4.6987,2.6425,4.3191,2.6425,0,0,0,0,0,0,0,0,1,0
VCV000015457,5225832,intronic,1,0,0.9987,0.9928,0.0013,0.0072,0.0143,0.0,5.5384,0.1,-1.0,0.7,49968,436,20853,436,1,4.6987,2.6405,4.3192,2.6405,0,0,0,0,0,0,0,0,1,0
VCV001584709,5225832,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0143,0.0,5.5384,0.1,-1.0,0.8,49968,436,20853,436,1,4.6987,2.6405,4.3192,2.6405,0,0,0,0,0,0,0,0,1,0
VCV001616943,5225837,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0136,0.0,5.75,0.1,-1.0,0.5,49963,431,20858,431,1,4.6987,2.6355,4.3193,2.6355,0,0,0,0,0,0,0,0,1,0
VCV001146323,5225838,intronic,0,0,0.9988,0.9933,0.0012,0.0067,0.0138,0.0,5.5833,0.1,-1.0,4.1,49962,430,20859,430,1,4.6986,2.6345,4.3193,2.6345,0,0,0,0,0,0,0,0,1,0
VCV001136202,5225840,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,-1.0,49960,428,20861,428,1,4.6986,2.6325,4.3194,2.6325,0,0,0,0,0,0,0,0,1,0
VCV002830420,5225843,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0139,0.0,5.3077,0.1,-1.0,0.9,49957,425,20864,425,1,4.6986,2.6294,4.3194,2.6294,0,0,0,0,0,0,0,0,1,0
VCV001654849,5225843,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0139,0.0,5.3077,0.1,-1.0,-1.0,49957,425,20864,425,1,4.6986,2.6294,4.3194,2.6294,0,0,0,0,0,0,0,0,1,0
VCV002830691,5225844,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0142,0.0,5.5384,0.1,-1.0,0.4,49956,424,20865,424,1,4.6986,2.6284,4.3194,2.6284,0,0,0,0,0,0,0,0,1,0
VCV002831713,5225845,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,1.1,49955,423,20866,423,1,4.6986,2.6274,4.3195,2.6274,0,0,0,0,0,0,0,0,1,0
VCV002134390,5225845,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,1.2,49955,423,20866,423,1,4.6986,2.6274,4.3195,2.6274,0,0,0,0,0,0,0,0,1,0
VCV000796911,5225846,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,0.9,49954,422,20867,422,1,4.6986,2.6263,4.3195,2.6263,0,0,0,0,0,0,0,0,1,0
VCV002830937,5225848,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0141,0.0,5.3077,0.1,-1.0,2.7,49952,420,20869,420,1,4.6986,2.6243,4.3195,2.6243,0,0,0,0,0,0,0,0,1,0
VCV002802003,5225853,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,0.2,49947,415,20874,415,1,4.6985,2.6191,4.3196,2.6191,0,0,0,0,0,0,0,0,1,0
VCV002862032,5225854,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,1.8,49946,414,20875,414,1,4.6985,2.618,4.3196,2.618,0,0,0,0,0,0,0,0,1,0
VCV001095878,5225855,intronic,0,0,0.9988,0.9932,0.0012,0.0068,0.0137,0.0,5.6666,0.1,-1.0,0.3,49945,413,20876,413,1,4.6985,2.617,4.3197,2.617,0,0,0,0,0,0,0,0,1,0
VCV002119846,5225857,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,3.6,49943,411,20878,411,1,4.6985,2.6149,4.3197,2.6149,0,0,0,0,0,0,0,0,1,0
VCV001548194,5225858,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0136,0.0,5.4615,0.1,-1.0,1.3,49942,410,20879,410,1,4.6985,2.6138,4.3197,2.6138,0,0,0,0,0,0,0,0,1,0
VCV003638340,5225862,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0141,0.0,5.5384,0.1,-1.0,3.5,49938,406,20883,406,1,4.6984,2.6096,4.3198,2.6096,0,0,0,0,0,0,0,0,1,0
VCV000801188,5225864,intronic,0,0,0.9988,0.9932,0.0012,0.0068,0.014,0.0,5.6666,0.1,-1.0,0.1,49936,404,20885,404,1,4.6984,2.6075,4.3199,2.6075,0,0,0,0,0,0,0,0,1,0
VCV002825157,5225868,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0139,0.0,5.5384,0.1,-1.0,0.5,49932,400,20889,400,1,4.6984,2.6031,4.3199,2.6031,0,0,0,0,0,0,0,0,1,0
VCV001579049,5225869,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,0.4,49931,399,20890,399,1,4.6984,2.6021,4.32,2.6021,0,0,0,0,0,0,0,0,1,0
VCV002832734,5225870,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0142,0.0,5.3846,0.1,-1.0,0.7,49930,398,20891,398,1,4.6984,2.601,4.32,2.601,0,0,0,0,0,0,0,0,1,0
VCV002035477,5225871,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0144,0.0,5.4615,0.1,-1.0,0.3,49929,397,20892,397,1,4.6984,2.5999,4.32,2.5999,0,0,0,0,0,0,0,0,1,0
VCV001080748,5225871,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0144,0.0,5.4615,0.1,-1.0,0.3,49929,397,20892,397,1,4.6984,2.5999,4.32,2.5999,0,0,0,0,0,0,0,0,1,0
VCV000036312,5225872,intronic,1,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,1.2,49928,396,20893,396,1,4.6984,2.5988,4.32,2.5988,0,0,0,0,0,0,0,0,1,0
VCV004535916,5225873,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,0.8,49927,395,20894,395,1,4.6983,2.5977,4.32,2.5977,0,0,0,0,0,0,0,0,1,0
VCV001154176,5225873,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,0.7,49927,395,20894,395,1,4.6983,2.5977,4.32,2.5977,0,0,0,0,0,0,0,0,1,0
VCV000792476,5225873,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,0.7,49927,395,20894,395,1,4.6983,2.5977,4.32,2.5977,0,0,0,0,0,0,0,0,1,0
VCV002704864,5225875,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0142,0.0,5.5384,0.1,-1.0,7.4,49925,393,20896,393,1,4.6983,2.5955,4.3201,2.5955,0,0,0,0,0,0,0,0,1,0
VCV001996000,5225875,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0142,0.0,5.5384,0.1,-1.0,7.0,49925,393,20896,393,1,4.6983,2.5955,4.3201,2.5955,0,0,0,0,0,0,0,0,1,0
VCV000793229,5225876,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.014,0.0,5.5384,0.1,-1.0,0.1,49924,392,20897,392,1,4.6983,2.5944,4.3201,2.5944,0,0,0,0,0,0,0,0,1,0
VCV003910009,5225877,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0137,0.0,5.3077,0.1,-1.0,0.1,49923,391,20898,391,1,4.6983,2.5933,4.3201,2.5933,0,0,0,0,0,0,0,0,1,0
VCV000793230,5225878,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0135,0.0,5.75,0.1,-1.0,5.9,49922,390,20899,390,1,4.6983,2.5922,4.3201,2.5922,0,0,0,0,0,0,0,0,1,0
VCV001121198,5225879,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0143,0.0,5.5384,0.1,-1.0,4.3,49921,389,20900,389,1,4.6983,2.5911,4.3202,2.5911,0,0,0,0,0,0,0,0,1,0
VCV001661185,5225880,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,0.5,49920,388,20901,388,1,4.6983,2.5899,4.3202,2.5899,0,0,0,0,0,0,0,0,1,0
VCV001553442,5225880,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,0.6,49920,388,20901,388,1,4.6983,2.5899,4.3202,2.5899,0,0,0,0,0,0,0,0,1,0
VCV002824341,5225881,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0141,0.0,5.5384,0.1,-1.0,3.0,49919,387,20902,387,1,4.6983,2.5888,4.3202,2.5888,0,0,0,0,0,0,0,0,1,0
VCV001563749,5225881,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0141,0.0,5.5384,0.1,-1.0,-1.0,49919,387,20902,387,1,4.6983,2.5888,4.3202,2.5888,0,0,0,0,0,0,0,0,1,0
VCV001087637,5225885,intronic,0,0,0.9988,0.993,0.0012,0.007,0.0136,0.0,5.8333,0.1,-1.0,6.1,49915,383,20906,383,1,4.6982,2.5843,4.3203,2.5843,0,0,0,0,0,0,0,0,1,0
VCV001611236,5225888,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.0139,0.0,5.2307,0.1,-1.0,6.1,49912,380,20909,380,1,4.6982,2.5809,4.3204,2.5809,0,0,0,0,0,0,0,0,1,0
VCV002008558,5225892,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0142,0.0,5.3846,0.1,-1.0,8.3,49908,376,20913,376,1,4.6982,2.5763,4.3204,2.5763,0,0,0,0,0,0,0,0,1,0
VCV002767052,5225896,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,5.8,49904,372,20917,372,1,4.6981,2.5717,4.3205,2.5717,0,0,0,0,0,0,0,0,1,0
VCV001537687,5225898,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0142,0.0,5.5384,0.1,-1.0,0.8,49902,370,20919,370,1,4.6981,2.5694,4.3206,2.5694,0,0,0,0,0,0,0,0,1,0
VCV002010842,5225899,intronic,0,0,0.9986,0.9928,0.0014,0.0072,0.0144,0.0,5.1428,0.1,-1.0,5.6,49901,369,20920,369,1,4.6981,2.5682,4.3206,2.5682,0,0,0,0,0,0,0,0,1,0
VCV002706270,5225902,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,3.3,49898,366,20923,366,1,4.6981,2.5647,4.3206,2.5647,0,0,0,0,0,0,0,0,1,0
VCV001584803,5225902,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,3.7,49898,366,20923,366,1,4.6981,2.5647,4.3206,2.5647,0,0,0,0,0,0,0,0,1,0
VCV000797803,5225903,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0143,0.0,5.3846,0.1,-1.0,1.2,49897,365,20924,365,1,4.6981,2.5635,4.3207,2.5635,0,0,0,0,0,0,0,0,1,0
VCV002009601,5225904,intronic,0,0,0.9987,0.9927,0.0013,0.0073,0.0143,0.0,5.6153,0.1,-1.0,1.9,49896,364,20925,364,1,4.6981,2.5623,4.3207,2.5623,0,0,0,0,0,0,0,0,1,0
VCV001605684,5225905,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0142,0.0,5.5384,0.1,-1.0,2.9,49895,363,20926,363,1,4.6981,2.5611,4.3207,2.5611,0,0,0,0,0,0,0,0,1,0
VCV003638132,5225906,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,1.6,49894,362,20927,362,1,4.6981,2.5599,4.3207,2.5599,0,0,0,0,0,0,0,0,1,0
VCV002775957,5225908,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0142,0.0,5.5384,0.1,-1.0,2.6,49892,360,20929,360,1,4.698,2.5575,4.3208,2.5575,0,0,0,0,0,0,0,0,1,0
VCV002032327,5225911,intronic,0,0,0.9987,0.9927,0.0013,0.0073,0.014,0.0,5.6153,0.1,-1.0,0.3,49889,357,20932,357,1,4.698,2.5539,4.3208,2.5539,0,0,0,0,0,0,0,0,1,0
VCV002877740,5225917,intronic,0,0,0.9986,0.9928,0.0014,0.0072,0.0141,0.0,5.1428,0.1,-1.0,0.6,49883,351,20938,351,1,4.698,2.5465,4.321,2.5465,0,0,0,0,0,0,0,0,1,0
VCV002740244,5225917,intronic,0,0,0.9986,0.9928,0.0014,0.0072,0.0141,0.0,5.1428,0.1,-1.0,0.5,49883,351,20938,351,1,4.698,2.5465,4.321,2.5465,0,0,0,0,0,0,0,0,1,0
VCV003639424,5225919,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,2.7,49881,349,20940,349,1,4.6979,2.5441,4.321,2.5441,0,0,0,0,0,0,0,0,1,0
VCV001563014,5225919,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,3.0,49881,349,20940,349,1,4.6979,2.5441,4.321,2.5441,0,0,0,0,0,0,0,0,1,0
VCV000015458,5225923,intronic,1,0,0.9987,0.9929,0.0013,0.0071,0.0138,0.0,5.4615,0.1,-1.0,0.2,49877,345,20944,345,1,4.6979,2.5391,4.3211,2.5391,0,0,0,0,0,0,0,0,1,0
VCV001147067,5225924,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0142,0.0,5.3077,0.1,-1.0,0.0,49876,344,20945,344,1,4.6979,2.5378,4.3211,2.5378,0,0,0,0,0,0,0,0,1,0
VCV000981074,5225924,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0142,0.0,5.3077,0.1,-1.0,0.0,49876,344,20945,344,1,4.6979,2.5378,4.3211,2.5378,0,0,0,0,0,0,0,0,1,0
VCV002705593,5225925,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0147,0.0,5.4615,0.1,-1.0,0.9,49875,343,20946,343,1,4.6979,2.5366,4.3211,2.5366,0,0,0,0,0,0,0,0,1,0
VCV000869236,5225928,intronic,1,0,0.9986,0.9928,0.0014,0.0072,0.0146,0.0,5.1428,0.1,-1.0,-1.0,49872,340,20949,340,1,4.6979,2.5328,4.3212,2.5328,0,0,0,0,0,0,0,0,1,0
VCV001139383,5225930,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0137,0.0,5.3846,0.1,-1.0,0.4,49870,338,20951,338,1,4.6978,2.5302,4.3212,2.5302,0,0,0,0,0,0,0,0,1,0
VCV000869237,5225934,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.1,-1.0,0.7,49866,334,20955,334,1,4.6978,2.525,4.3213,2.525,0,0,0,0,0,0,0,0,1,0
VCV001658438,5225935,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0137,0.0,5.75,0.1,-1.0,6.7,49865,333,20956,333,1,4.6978,2.5237,4.3213,2.5237,0,0,0,0,0,0,0,0,1,0
VCV001573923,5225938,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0135,0.0,5.3077,0.1,-1.0,3.2,49862,330,20959,330,1,4.6978,2.5198,4.3214,2.5198,0,0,0,0,0,0,0,0,1,0
VCV002742787,5225939,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0138,0.0,5.4615,0.1,-1.0,4.8,49861,329,20960,329,1,4.6978,2.5185,4.3214,2.5185,0,0,0,0,0,0,0,0,1,0
VCV001606259,5225941,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,2.3,49859,327,20962,327,1,4.6978,2.5159,4.3215,2.5159,0,0,0,0,0,0,0,0,1,0
VCV002131064,5225942,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,0.2,49858,326,20963,326,1,4.6977,2.5145,4.3215,2.5145,0,0,0,0,0,0,0,0,1,0
VCV001535667,5225942,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,0.2,49858,326,20963,326,1,4.6977,2.5145,4.3215,2.5145,0,0,0,0,0,0,0,0,1,0
